graph_seed,graph_id,coupling,noise_sigma,A_mid,A_pool,A_shared,A_sparse,shared_random,spectral,shared_minus_random,shared_minus_frozen_mid,shared_minus_frozen_sparse,tested_specialists_max
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.035,0.8,0.34445811808109283,0.38050979127486545,0.31538542422155535,0.3270637157062689,0.2852931255474686,0.3820639792829752,0.030092298674086748,-0.02907269385953748,-0.011678291484713554,0.34445811808109283
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.035,1.0,0.38436888717114925,0.3584023534009854,0.3131565606842438,0.35562220960855484,0.2794926029940446,0.3928776824225982,0.0336639576901992,-0.07121232648690545,-0.04246564892431104,0.38436888717114925
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.035,1.2,0.3926288081953923,0.3975074136008819,0.3641423589239518,0.339452400803566,0.24761582383265093,0.3960268764446179,0.11652653509130087,-0.028486449271440506,0.024689958120385824,0.3926288081953923
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.03875,0.8,0.2554088489462932,0.34874289607008296,0.3800391449282566,0.364341514185071,0.22735137057801083,0.3374082415054242,0.15268777435024575,0.1246302959819634,0.015697630743185587,0.364341514185071
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.03875,1.0,0.269590126350522,0.3857796515027682,0.4352833144366741,0.33016238361597056,0.20272094632188475,0.34936637928088504,0.23256236811478936,0.16569318808615213,0.10512093082070356,0.33016238361597056
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.03875,1.2,0.2941318675875663,0.348306592553854,0.42813098678986233,0.2797656320035457,0.19311082145820058,0.3515237228324016,0.23502016533166176,0.133999119202296,0.14836535478631663,0.2941318675875663
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.0425,0.8,0.3244332627703746,0.32833396767576534,0.3497766175617774,0.35198611579835415,0.13305144229282934,0.37226333903769654,0.21672517526894808,0.025343354791402817,-0.0022094982365767346,0.35198611579835415
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.0425,1.0,0.2951727615048488,0.28601544195165235,0.34251390894254047,0.3658472669000427,0.13429408303151524,0.3790498624245326,0.20821982591102522,0.04734114743769169,-0.023333357957502243,0.3658472669000427
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.0425,1.2,0.277615745862325,0.3204636688654621,0.30018886178731913,0.29785809231301147,0.13610001498212412,0.30663820231954253,0.164088846805195,0.022573115924994114,0.002330769474307659,0.29785809231301147
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.04625,0.8,0.25122731116910774,0.30042159091681236,0.31752665899693966,0.32269074457387126,0.15362654315928614,0.34751223772764206,0.16390011583765351,0.06629934782783192,-0.0051640855769315985,0.32269074457387126
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.04625,1.0,0.29580813956757385,0.3228406757116317,0.27183203088740504,0.3076468147337436,0.17032236202309525,0.2859173230826854,0.10150966886430979,-0.023976108680168806,-0.03581478384633857,0.3076468147337436
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.04625,1.2,0.2761635705828666,0.31360250649352867,0.26293988277514774,0.27764348002771533,0.1835677842609584,0.277402186455826,0.07937209851418933,-0.013223687807718876,-0.01470359725256759,0.27764348002771533
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.05,0.8,0.2581245365242163,0.29637294262647623,0.3221453676621119,0.30339688497285044,0.20417115511372683,0.2242367000629504,0.11797421254838505,0.06402083113789558,0.018748482689261436,0.30339688497285044
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.05,1.0,0.26584936492145056,0.28171023540198803,0.2864270464827617,0.30441111947099364,0.20787631301209328,0.2565391538664698,0.0785507334706684,0.020577681561311123,-0.01798407298823196,0.30441111947099364
93003,scale_free-N256-p005-seed93003-sha256:234d7bf6ac0d51fcfd36f56ea32e89c4bb71b469da7a8b37011291c6a2093fb2,0.05,1.2,0.28990210934231675,0.25959083003302413,0.30742411812146503,0.2610624271134535,0.1839617979712784,0.25749392310778296,0.12346232015018663,0.01752200877914828,0.04636169100801152,0.28990210934231675
93004,scale_free-N256-p005-seed93004-sha256:a6849cc129179b1935da786a7c43b504b4430f7301b5482a22b960610ee37bf2,0.035,0.8,0.4585417192429304,0.3899226418385903,0.42813211120665073,0.4139130264520645,0.2288791661461194,0.3535150686899821,0.19925294506053134,-0.03040960803627968,0.01421908475458622,0.4585417192429304
93004,scale_free-N256-p005-seed93004-sha256:a6849cc129179b1935da786a7c43b504b4430f7301b5482a22b960610ee37bf2,0.035,1.0,0.478173836444815,0.42357042742272216,0.4104585498571396,0.4556117511043946,0.239535115348796,0.4221139084547758,0.17092343450834357,-0.0677152865876754,-0.045153201247255026,0.478173836444815
93004,scale_free-N256-p005-seed93004-sha256:a6849cc129179b1935da786a7c43b504b4430f7301b5482a22b960610ee37bf2,0.035,1.2,0.4183441673715909,0.402851536249121,0.367355652153492,0.43580018791059655,0.20154284577195838,0.364960581685106,0.1658128063815336,-0.05098851521809894,-0.06844453575710457,0.43580018791059655
93004,scale_free-N256-p005-seed93004-sha256:a6849cc129179b1935da786a7c43b504b4430f7301b5482a22b960610ee37bf2,0.03875,0.8,0.272331482420365,0.36874057725071907,0.32742113340646023,0.40735212589303654,0.14566134816656506,0.423623022933801,0.18175978523989517,0.05508965098609525,-0.07993099248657631,0.40735212589303654
93004,scale_free-N256-p005-seed93004-sha256:a6849cc129179b1935da786a7c43b504b4430f7301b5482a22b960610ee37bf2,0.03875,1.0,0.3025820528467496,0.3405590107043584,0.31294540688395495,0.37278082594275475,0.14839247893542049,0.35795543529093266,0.16455292794853446,0.010363354037205341,-0.0598354190587998,0.37278082594275475
