subject,top_fraction,topset_balacc_crossover
637484,0.2,-0.0443764400921657
637484,0.4,-0.0055227534562212
637484,0.05,-0.0024630541871921
637484,0.1,0.0176724137931035
637484,0.2,-0.0067733990147782
637484,0.4,0.0241379310344826
637484,0.05,0.0097435897435897
637484,0.1,-0.0173076923076922
637484,0.2,0.0144871794871794
637484,0.4,-0.0205128205128204
637484,0.05,-0.0036110800119422
637484,0.1,0.0017906124048364
637484,0.2,-0.0163286964472308
637484,0.4,-0.0157061688311688
637484,0.05,-0.0017241379310344
637484,0.1,0.0251724137931034
637484,0.2,-0.0367816091954021
637484,0.4,0.0259770114942529
637484,0.05,-0.0038519437551695
637484,0.1,-0.0281753515301902
637484,0.2,0.004460711331679
637484,0.4,-0.0130405293631099
637484,0.05,0.0941820276497696
637484,0.1,0.0135723352961256
637484,0.2,0.0653543160095579
637484,0.4,0.0067481652159071
637484,0.05,-0.014975369458128
637484,0.1,0.0344704433497538
637484,0.2,-0.0305172413793103
637484,0.4,0.0459852216748769
637484,0.05,-0.0077760011123469
637484,0.1,-0.022757428889242
637484,0.2,0.0550261699507388
637484,0.4,-0.0175899809311933
637484,0.05,-0.0021466109954952
637484,0.1,-0.0490919408515758
637484,0.2,-0.0224891994415321
637484,0.4,-0.0174783549783549
