task_id,graph_seed,topology,regime,k,complexity_fraction,method,score,sel_total_degree,sel_feedback,sel_cycle3,sel_bridge,sel_spectral,coverage1,coverage2,optimizer_search_best,phase,evidence_source
51ac527f7bd5d6d3bf,41001,scale_free,sparse_drive,8,,feedback_hub,0.0216084383428096,83.875,1833.125,168.0,0.0,0.1724712832475078,0.73046875,1.0,0.3262489438056946,stage4a_discovery,cleaned_stage4a_local
51ac527f7bd5d6d3bf,41001,scale_free,sparse_drive,8,,high_degree,0.0216084383428096,83.875,1833.125,168.0,0.0,0.1724712832475078,0.73046875,1.0,0.3262489438056946,stage4a_discovery,cleaned_stage4a_local
51ac527f7bd5d6d3bf,41001,scale_free,sparse_drive,8,,module_bridge,0.0216084383428096,83.875,1833.125,168.0,0.0,0.1724712832475078,0.73046875,1.0,0.3262489438056946,stage4a_discovery,cleaned_stage4a_local
51ac527f7bd5d6d3bf,41001,scale_free,sparse_drive,8,,random,0.038717178045771974,26.30859375,271.21484375,23.52734375,0.0,0.05386451115349486,0.352294921875,0.9844970703125,0.3262489438056946,stage4a_discovery,cleaned_stage4a_local
51ac527f7bd5d6d3bf,41001,scale_free,sparse_drive,8,,spectral,0.0216084383428096,83.875,1833.125,168.0,0.0,0.1724712832475078,0.73046875,1.0,0.3262489438056946,stage4a_discovery,cleaned_stage4a_local
6ec131c81e0a642653,41002,scale_free,sparse_drive,48,,cycle_proxy,0.3780168294906616,53.91666666666666,838.3333333333334,77.16666666666667,0.0,0.112722862593946,0.98828125,1.0,0.7408138513565063,stage4a_discovery,cleaned_stage4a_local
6ec131c81e0a642653,41002,scale_free,sparse_drive,48,,dynamics_aware,0.3296722173690796,50.91666666666666,781.0416666666666,70.41666666666667,0.0,0.1052523232027772,0.98828125,1.0,0.7408138513565063,stage4a_discovery,cleaned_stage4a_local
6ec131c81e0a642653,41002,scale_free,sparse_drive,48,,feedback_hub,0.5105289220809937,54.29166666666666,844.9375,76.52083333333333,0.0,0.1126639292728238,0.98828125,1.0,0.7408138513565063,stage4a_discovery,cleaned_stage4a_local
6ec131c81e0a642653,41002,scale_free,sparse_drive,48,,high_degree,0.3434226512908935,54.29166666666666,844.8125,76.58333333333333,0.0,0.1126377052918379,0.98828125,1.0,0.7408138513565063,stage4a_discovery,cleaned_stage4a_local
6ec131c81e0a642653,41002,scale_free,sparse_drive,48,,module_bridge,0.3434226512908935,54.29166666666666,844.8125,76.58333333333333,0.0,0.1126377052918379,0.98828125,1.0,0.7408138513565063,stage4a_discovery,cleaned_stage4a_local
6ec131c81e0a642653,41002,scale_free,sparse_drive,48,,random,0.10752230061916629,25.604166666666664,251.896484375,21.759114583333332,0.0,0.05280061381841443,0.88134765625,0.999755859375,0.7408138513565063,stage4a_discovery,cleaned_stage4a_local
6ec131c81e0a642653,41002,scale_free,sparse_drive,48,,spectral,0.6049285531044006,54.208333333333336,842.9166666666666,76.85416666666667,0.0,0.1131683569789161,0.984375,1.0,0.7408138513565063,stage4a_discovery,cleaned_stage4a_local
70d22d4b6ccb72a498,41002,scale_free,sparse_drive,8,,cycle_proxy,0.0342747345566749,83.5,1783.875,161.5,0.0,0.1719483551328944,0.6875,1.0,0.3142588138580322,stage4a_discovery,cleaned_stage4a_local
